subjectID,sessionID,sessionDate,sessionStart,sessionEnd,sessionDuration,phubbsWhileSession,phubbs
ej15,,26/04/2024,09:39:26,13:03:24,3:23:58,3,"['0:05:11', '0:01:20', '0:02:01']"
ej15,,26/04/2024,14:28:12,14:38:42,0:10:30,0,[]
ej15,,26/04/2024,15:01:20,15:02:40,0:01:20,0,[]
ej15,,26/04/2024,15:06:20,15:10:48,0:04:28,0,[]
ej15,,26/04/2024,15:27:25,15:37:22,0:09:57,0,[]
ej15,,26/04/2024,16:09:52,16:18:41,0:08:49,0,[]
ej15,,26/04/2024,17:19:12,17:21:55,0:02:43,0,[]
ej15,,28/04/2024,11:23:05,13:57:24,2:34:19,1,['0:01:09']
ej15,,28/04/2024,14:12:57,14:38:48,0:25:51,0,[]
ej15,,28/04/2024,15:21:47,15:27:22,0:05:35,0,[]
hp21,,25/03/2024,18:36:29,19:04:32,0:28:03,4,"['0:00:05', '0:01:01', '0:00:47', '0:09:03']"
hp21,,25/03/2024,19:13:35,19:18:55,0:05:20,1,['0:00:08']
hp21,,25/03/2024,19:31:41,19:32:50,0:01:09,0,[]
hp21,,25/03/2024,19:36:45,20:00:00,0:23:15,3,"['0:01:25', '0:11:57', '0:01:10']"
hp21,,25/03/2024,20:06:05,20:55:16,0:49:11,4,"['0:01:35', '0:06:49', '0:03:09', '0:09:03']"
hp21,,26/03/2024,00:11:46,00:12:05,0:00:19,0,[]
hp21,,26/03/2024,00:17:41,00:56:29,0:38:48,0,[]
hp21,,26/03/2024,01:00:59,01:05:07,0:04:08,0,[]
hp21,,26/03/2024,01:14:53,01:18:33,0:03:40,0,[]
hp21,,26/03/2024,01:26:15,02:22:14,0:55:59,0,[]
hp21,,26/03/2024,02:25:52,02:26:38,0:00:46,0,[]
hp21,,26/03/2024,02:31:20,02:31:27,0:00:07,0,[]
hp21,,26/03/2024,02:45:53,03:05:38,0:19:45,0,[]
hp21,,26/03/2024,03:16:44,03:46:07,0:29:23,0,[]
hp21,,26/03/2024,03:56:42,04:35:10,0:38:28,0,[]
hp21,,26/03/2024,04:39:39,04:46:43,0:07:04,0,[]
hp21,,26/03/2024,04:56:42,05:33:30,0:36:48,0,[]
hp21,,26/03/2024,05:36:43,05:53:20,0:16:37,0,[]
hp21,,26/03/2024,06:02:21,06:03:46,0:01:25,0,[]
hp21,,05/04/2024,13:44:08,13:46:03,0:01:55,0,[]
hp21,,05/04/2024,14:14:25,14:19:11,0:04:46,1,['0:01:11']
hp21,,05/04/2024,15:07:31,15:15:57,0:08:26,0,[]
mm01,,12/04/2024,17:10:48,17:28:41,0:17:53,1,['0:00:02']
mm01,,12/04/2024,18:20:38,18:22:02,0:01:24,0,[]
mm01,,12/04/2024,18:48:37,19:45:42,0:57:05,3,"['0:02:05', '0:02:14', '0:08:22']"
mm01,,12/04/2024,20:04:22,20:47:36,0:43:14,2,"['0:00:33', '0:00:04']"
mm01,,12/04/2024,21:06:53,00:09:53,3:03:00,0,[]
mm01,,13/04/2024,00:10:37,00:19:30,0:08:53,0,[]
mm01,,15/04/2024,18:09:20,18:11:32,0:02:12,0,[]
mm01,,15/04/2024,18:17:59,18:18:51,0:00:52,0,[]
mm01,,15/04/2024,18:22:00,20:15:52,1:53:52,0,[]
mm01,,15/04/2024,20:18:58,20:37:47,0:18:49,1,['0:01:05']
mm01,,15/04/2024,20:41:47,20:48:08,0:06:21,0,[]
mm01,,15/04/2024,22:17:17,23:25:35,1:08:18,5,"['0:01:04', '0:00:52', '0:00:22', '0:04:20', '0:09:00']"
mm01,,16/04/2024,06:49:52,06:57:56,0:08:04,0,[]
mm01,,16/04/2024,07:15:09,07:18:13,0:03:04,1,['0:00:57']
mm01,,16/04/2024,07:24:36,07:35:51,0:11:15,1,['0:03:36']
mm02,,12/04/2024,17:10:46,17:29:29,0:18:43,2,"['0:00:06', '0:00:03']"
mm02,,12/04/2024,18:18:15,18:19:43,0:01:28,0,[]
mm02,,12/04/2024,18:25:29,18:26:00,0:00:31,0,[]
mm02,,12/04/2024,18:36:39,18:38:39,0:02:00,0,[]
mm02,,12/04/2024,18:41:43,18:44:16,0:02:33,1,['0:00:20']
mm02,,12/04/2024,18:48:13,19:46:09,0:57:56,7,"['0:01:10', '0:00:04', '0:00:35', '0:00:15', '0:00:34', '0:02:25', '0:03:20']"
mm02,,12/04/2024,19:53:15,20:00:26,0:07:11,0,[]
mm02,,12/04/2024,20:03:38,20:47:35,0:43:57,3,"['0:00:52', '0:00:24', '0:00:07']"
mm02,,12/04/2024,20:52:27,00:02:56,3:10:29,0,[]
mm02,,13/04/2024,00:03:09,00:19:19,0:16:10,0,[]
mm02,,15/04/2024,18:09:19,18:10:48,0:01:29,0,[]
mm02,,15/04/2024,18:17:54,19:21:25,1:03:31,3,"['0:00:34', '0:00:41', '0:00:10']"
mm02,,15/04/2024,19:24:27,20:05:17,0:40:50,3,"['0:00:43', '0:00:25', '0:00:57']"
mm02,,15/04/2024,20:08:39,20:43:24,0:34:45,2,"['0:00:29', '0:00:02']"
mm02,,15/04/2024,20:46:44,20:51:47,0:05:03,0,[]
mm02,,15/04/2024,21:09:32,21:10:37,0:01:05,0,[]
mm02,,15/04/2024,21:49:20,21:55:55,0:06:35,0,[]
mm02,,15/04/2024,22:01:55,22:03:00,0:01:05,0,[]
mm02,,15/04/2024,22:09:44,22:10:11,0:00:27,0,[]
mm02,,15/04/2024,22:17:03,23:15:12,0:58:09,4,"['0:02:56', '0:01:33', '0:14:08', '0:00:05']"
mm02,,16/04/2024,06:41:37,06:58:16,0:16:39,0,[]
mm02,,16/04/2024,07:14:54,07:18:09,0:03:15,0,[]
mm02,,16/04/2024,07:24:41,07:36:17,0:11:36,2,"['0:00:59', '0:02:37']"
mt28,,17/04/2024,11:08:47,11:17:38,0:08:51,2,"['0:02:34', '0:00:18']"
mt28,,17/04/2024,11:25:23,11:27:57,0:02:34,0,[]
mt28,,17/04/2024,11:38:50,11:58:37,0:19:47,0,[]
mt28,,17/04/2024,12:01:40,12:40:13,0:38:33,1,['0:00:15']
mt28,,17/04/2024,12:44:03,12:45:36,0:01:33,0,[]
mt28,,17/04/2024,12:48:55,14:46:50,1:57:55,1,['0:03:44']
mt28,,17/04/2024,14:49:54,15:49:17,0:59:23,0,[]
mt28,,17/04/2024,16:49:54,16:59:05,0:09:11,0,[]
mt28,,17/04/2024,17:07:08,17:22:08,0:15:00,0,[]
mt28,,17/04/2024,17:28:24,17:50:44,0:22:20,0,[]
mt28,,17/04/2024,17:54:34,17:57:25,0:02:51,0,[]
mt28,,19/04/2024,10:29:36,10:33:51,0:04:15,0,[]
mt28,,19/04/2024,10:37:01,10:37:44,0:00:43,0,[]
mt28,,19/04/2024,10:45:07,10:58:34,0:13:27,0,[]
mt28,,19/04/2024,11:12:01,11:12:19,0:00:18,0,[]
mt28,,19/04/2024,11:15:35,11:17:24,0:01:49,0,[]
mt28,,19/04/2024,11:28:56,11:30:32,0:01:36,0,[]
mt28,,19/04/2024,12:03:38,12:04:19,0:00:41,0,[]
mt28,,19/04/2024,14:07:35,14:07:54,0:00:19,0,[]
mt28,,19/04/2024,14:14:37,14:17:20,0:02:43,0,[]
mt28,,19/04/2024,14:20:24,14:22:36,0:02:12,0,[]
mt28,,19/04/2024,14:25:54,14:40:23,0:14:29,0,[]
nf29,,18/03/2024,20:23:32,00:09:31,3:45:59,0,[]
nf29,,19/03/2024,00:09:34,06:46:37,6:37:03,0,[]
nf29,,25/03/2024,21:13:32,00:53:49,3:40:17,0,[]
nf29,,26/03/2024,00:53:51,10:23:16,9:29:25,1,['0:00:09']
rr16,,17/04/2024,11:08:59,11:29:09,0:20:10,2,"['0:02:32', '0:00:55']"
rr16,,17/04/2024,11:36:44,15:48:59,4:12:15,7,"['0:05:57', '0:09:27', '0:02:30', '0:00:27', '0:00:13', '0:01:02', '0:02:46']"
rr16,,17/04/2024,16:00:43,16:01:51,0:01:08,0,[]
rr16,,17/04/2024,16:05:00,16:09:54,0:04:54,0,[]
rr16,,17/04/2024,16:14:26,16:26:37,0:12:11,0,[]
rr16,,17/04/2024,16:34:35,16:35:38,0:01:03,0,[]
rr16,,17/04/2024,16:44:16,17:00:03,0:15:47,1,['0:01:37']
rr16,,17/04/2024,17:07:09,18:02:35,0:55:26,3,"['0:00:34', '0:01:22', '0:00:44']"
sm07,,15/04/2024,17:41:34,19:37:37,1:56:03,9,"['0:00:04', '0:00:02', '0:02:44', '0:00:04', '0:00:02', '0:00:07', '0:00:07', '0:00:05', '0:00:04']"
sm07,,15/04/2024,20:06:10,20:06:51,0:00:41,0,[]
sm07,,15/04/2024,21:32:22,21:38:59,0:06:37,2,"['0:00:02', '0:00:02']"
sm07,,15/04/2024,21:59:37,22:04:43,0:05:06,4,"['0:00:00', '0:00:07', '0:00:05', '0:01:24']"
sm07,,15/04/2024,22:18:15,22:25:41,0:07:26,1,['0:00:14']
sm07,,16/04/2024,10:08:28,10:33:52,0:25:24,2,"['0:00:03', '0:00:11']"
sm07,,16/04/2024,10:40:01,11:22:24,0:42:23,3,"['0:00:11', '0:00:02', '0:00:03']"
sm07,,16/04/2024,11:49:03,12:28:44,0:39:41,2,"['0:00:02', '0:00:03']"
sm07,,16/04/2024,13:09:57,16:26:24,3:16:27,7,"['0:00:03', '0:00:03', '0:00:00', '0:00:36', '0:00:02', '0:00:04', '0:00:02']"
sm07,,16/04/2024,21:10:01,21:32:20,0:22:19,7,"['0:01:00', '0:00:21', '0:00:05', '0:00:03', '0:00:04', '0:00:03', '0:00:04']"
sm07,,17/04/2024,08:11:12,08:28:31,0:17:19,2,"['0:00:03', '0:00:13']"
sm07,,17/04/2024,15:51:12,15:58:52,0:07:40,3,"['0:00:28', '0:00:02', '0:00:02']"
sm07,,17/04/2024,16:22:46,20:42:41,4:19:55,5,"['0:00:02', '0:00:04', '0:00:14', '0:00:04', '0:00:28']"
sm07,,17/04/2024,20:49:57,21:04:28,0:14:31,4,"['0:00:01', '0:00:03', '0:00:17', '0:00:09']"
sm07,,17/04/2024,21:08:57,21:10:56,0:01:59,0,[]
sm07,,17/04/2024,21:16:10,21:40:21,0:24:11,5,"['0:00:06', '0:00:06', '0:00:05', '0:00:07', '0:00:05']"
sm07,,17/04/2024,21:54:30,21:59:08,0:04:38,0,[]
sm07,,18/04/2024,08:41:44,08:50:48,0:09:04,2,"['0:00:35', '0:00:32']"
sm07,,18/04/2024,09:12:17,09:47:31,0:35:14,10,"['0:00:02', '0:00:05', '0:00:00', '0:02:26', '0:00:04', '0:00:33', '0:00:03', '0:00:03', '0:00:47', '0:00:03']"
sm07,,18/04/2024,12:50:04,13:11:05,0:21:01,1,['0:00:04']
sm07,,18/04/2024,18:56:27,18:58:30,0:02:03,0,[]
sm07,,18/04/2024,19:03:55,19:09:25,0:05:30,0,[]
sm07,,19/04/2024,08:51:48,09:17:27,0:25:39,8,"['0:00:02', '0:00:03', '0:00:03', '0:01:32', '0:02:27', '0:00:03', '0:00:05', '0:00:02']"
sm07,,19/04/2024,15:22:15,15:22:39,0:00:24,0,[]
sm07,,19/04/2024,20:12:58,20:25:08,0:12:10,1,['0:00:02']
sm07,,19/04/2024,20:30:44,20:41:45,0:11:01,0,[]
sm07,,19/04/2024,20:55:51,20:57:41,0:01:50,0,[]
sm07,,19/04/2024,21:20:39,21:37:56,0:17:17,0,[]
sm07,,19/04/2024,21:43:34,21:50:16,0:06:42,0,[]
sm07,,20/04/2024,09:25:41,10:49:15,1:23:34,8,"['0:00:01', '0:00:02', '0:00:02', '0:00:23', '0:00:03', '0:00:04', '0:00:00', '0:00:02']"
sm07,,21/04/2024,09:17:51,10:08:49,0:50:58,2,"['0:00:12', '0:00:03']"
sm07,,21/04/2024,10:25:53,10:42:19,0:16:26,2,"['0:00:00', '0:01:04']"
sm07,,21/04/2024,15:17:29,15:19:07,0:01:38,3,"['0:00:03', '0:00:14', '0:00:02']"
sm07,,21/04/2024,17:23:57,17:24:49,0:00:52,0,[]
sm07,,21/04/2024,17:53:59,17:54:25,0:00:26,0,[]
sm07,,21/04/2024,20:03:03,21:01:11,0:58:08,1,['0:00:04']
sm07,,21/04/2024,21:13:33,21:15:23,0:01:50,0,[]
sm07,,21/04/2024,21:28:42,21:48:05,0:19:23,0,[]
sm07,,21/04/2024,21:55:37,22:18:06,0:22:29,0,[]
sm07,,21/04/2024,22:22:46,22:53:46,0:31:00,0,[]
sm07,,22/04/2024,08:22:08,08:36:08,0:14:00,1,['0:00:15']
sm07,,22/04/2024,08:47:19,09:18:19,0:31:00,2,"['0:06:30', '0:10:39']"
sm07,,22/04/2024,14:41:45,15:00:46,0:19:01,0,[]
sm07,,22/04/2024,15:04:53,18:08:44,3:03:51,16,"['0:01:32', '0:00:24', '0:01:13', '0:00:29', '0:02:53', '0:04:23', '0:02:13', '0:00:21', '0:00:57', '0:04:47', '0:00:03', '0:00:04', '0:00:01', '0:00:39', '0:01:45', '0:00:14']"
sm07,,22/04/2024,19:22:02,19:27:42,0:05:40,0,[]
sm07,,22/04/2024,19:30:43,19:53:25,0:22:42,0,[]
sm07,,22/04/2024,19:58:06,20:01:34,0:03:28,0,[]
sm07,,22/04/2024,20:19:30,20:33:22,0:13:52,3,"['0:02:56', '0:00:03', '0:00:22']"
sm07,,22/04/2024,21:11:11,23:19:43,2:08:32,5,"['0:00:14', '0:00:18', '0:00:05', '0:01:47', '0:00:06']"
sm07,,23/04/2024,08:26:52,10:00:57,1:34:05,9,"['0:00:48', '0:01:38', '0:00:26', '0:01:32', '0:07:02', '0:00:07', '0:00:04', '0:00:03', '0:00:50']"
sm07,,23/04/2024,16:25:12,16:54:48,0:29:36,2,"['0:00:18', '0:12:55']"
sm07,,23/04/2024,16:58:08,21:33:15,4:35:07,7,"['0:02:12', '0:00:43', '0:17:23', '0:00:18', '0:00:11', '0:00:56', '0:00:11']"
sm07,,24/04/2024,08:12:58,08:14:45,0:01:47,0,[]
sm07,,24/04/2024,08:26:00,08:35:05,0:09:05,0,[]
sm07,,24/04/2024,08:42:48,09:03:24,0:20:36,1,['0:00:00']
sm07,,24/04/2024,09:20:29,09:30:10,0:09:41,0,[]
sm07,,24/04/2024,09:35:52,09:40:36,0:04:44,0,[]
sm07,,24/04/2024,09:52:41,09:59:57,0:07:16,2,"['0:00:13', '0:00:02']"
sm07,,24/04/2024,12:21:03,12:21:41,0:00:38,0,[]
sm07,,24/04/2024,12:45:43,13:00:12,0:14:29,0,[]
sm07,,24/04/2024,13:06:20,13:07:18,0:00:58,1,['0:00:00']
sm07,,24/04/2024,13:10:57,13:11:34,0:00:37,0,[]
sm07,,24/04/2024,17:32:19,17:36:10,0:03:51,2,"['0:00:00', '0:00:02']"
sm07,,25/04/2024,08:01:03,08:58:27,0:57:24,4,"['0:01:10', '0:06:36', '0:02:19', '0:18:18']"
sm07,,25/04/2024,17:27:17,17:54:01,0:26:44,8,"['0:00:09', '0:00:15', '0:00:04', '0:01:36', '0:00:25', '0:05:16', '0:01:38', '0:05:28']"
sm07,,25/04/2024,17:58:44,18:13:49,0:15:05,0,[]
sm07,,25/04/2024,18:17:58,18:19:11,0:01:13,0,[]
sm07,,25/04/2024,18:23:30,18:36:51,0:13:21,1,['0:00:23']
sm07,,25/04/2024,19:25:18,20:09:49,0:44:31,5,"['0:00:03', '0:02:44', '0:03:41', '0:00:06', '0:00:06']"
sm07,,25/04/2024,20:13:45,21:10:33,0:56:48,2,"['0:00:16', '0:00:01']"
sm07,,26/04/2024,10:34:10,10:46:10,0:12:00,0,[]
sm07,,26/04/2024,10:57:31,12:54:27,1:56:56,5,"['0:01:42', '0:03:29', '0:02:11', '0:03:07', '0:01:15']"
sm07,,28/04/2024,11:22:34,11:56:01,0:33:27,1,['0:00:42']
sm07,,28/04/2024,12:03:37,12:29:06,0:25:29,1,['0:13:51']
sm07,,28/04/2024,12:32:59,12:33:21,0:00:22,0,[]
sm07,,28/04/2024,12:41:27,12:56:28,0:15:01,1,['0:00:19']
sm07,,28/04/2024,13:38:42,13:40:29,0:01:47,0,[]
sm07,,28/04/2024,13:45:44,13:46:59,0:01:15,0,[]
sm07,,28/04/2024,14:20:11,14:21:23,0:01:12,0,[]
sm07,,28/04/2024,15:23:47,15:27:00,0:03:13,0,[]
sm07,,28/04/2024,15:36:21,15:43:00,0:06:39,2,"['0:00:03', '0:00:07']"
sm07,,28/04/2024,21:23:10,22:08:03,0:44:53,2,"['0:00:14', '0:11:48']"
uj20,,18/03/2024,20:23:43,21:54:30,1:30:47,7,"['0:00:10', '0:00:47', '0:00:20', '0:00:03', '0:00:16', '0:01:03', '0:00:03']"
uj20,,18/03/2024,22:07:05,00:04:13,1:57:08,0,[]
uj20,,19/03/2024,00:04:53,01:40:49,1:35:56,0,[]
uj20,,19/03/2024,01:43:54,01:54:34,0:10:40,0,[]
uj20,,19/03/2024,01:58:31,06:37:25,4:38:54,3,"['0:00:22', '0:01:07', '0:03:31']"
uj20,,25/03/2024,21:14:12,00:03:00,2:48:48,0,[]
uj20,,26/03/2024,00:03:44,00:35:35,0:31:51,0,[]
uj20,,26/03/2024,00:39:11,00:39:51,0:00:40,0,[]
uj20,,26/03/2024,00:43:38,02:14:39,1:31:01,0,[]
uj20,,26/03/2024,02:18:24,07:09:12,4:50:48,0,[]
uj20,,26/03/2024,07:15:23,07:22:14,0:06:51,0,[]
