dateEndOfInteraction,dateStartOfInteraction,endOfInteraction,startOfInteraction,subjectID,ID
17/04/2024,17/04/2024,15:58:52,15:51:12,sm07,
17/04/2024,17/04/2024,20:42:41,16:22:46,sm07,
17/04/2024,17/04/2024,21:04:28,20:49:57,sm07,
17/04/2024,17/04/2024,21:10:56,21:08:57,sm07,
17/04/2024,17/04/2024,21:40:21,21:16:10,sm07,
17/04/2024,17/04/2024,21:59:08,21:54:30,sm07,
18/04/2024,18/04/2024,08:50:48,08:41:44,sm07,
18/04/2024,18/04/2024,09:47:31,09:12:17,sm07,
18/04/2024,18/04/2024,13:11:05,12:50:04,sm07,
18/04/2024,18/04/2024,18:58:30,18:56:27,sm07,
18/04/2024,18/04/2024,19:09:25,19:03:55,sm07,
19/04/2024,19/04/2024,09:17:27,08:51:48,sm07,
19/04/2024,19/04/2024,15:22:39,15:22:15,sm07,
19/04/2024,19/04/2024,20:25:08,20:12:58,sm07,
19/04/2024,19/04/2024,20:41:45,20:30:44,sm07,
19/04/2024,19/04/2024,20:57:41,20:55:51,sm07,
19/04/2024,19/04/2024,21:37:56,21:20:39,sm07,
19/04/2024,19/04/2024,21:50:16,21:43:34,sm07,
20/04/2024,20/04/2024,10:49:15,09:25:41,sm07,
21/04/2024,21/04/2024,10:08:49,09:17:51,sm07,
21/04/2024,21/04/2024,10:42:19,10:25:53,sm07,
21/04/2024,21/04/2024,15:19:07,15:17:29,sm07,
21/04/2024,21/04/2024,17:24:49,17:23:57,sm07,
21/04/2024,21/04/2024,17:54:25,17:53:59,sm07,
21/04/2024,21/04/2024,21:01:11,20:03:03,sm07,
21/04/2024,21/04/2024,21:15:23,21:13:33,sm07,
21/04/2024,21/04/2024,21:48:05,21:28:42,sm07,
21/04/2024,21/04/2024,22:18:06,21:55:37,sm07,
21/04/2024,21/04/2024,22:53:46,22:22:46,sm07,
22/04/2024,22/04/2024,08:36:08,08:22:08,sm07,
22/04/2024,22/04/2024,09:18:19,08:47:19,sm07,
22/04/2024,22/04/2024,15:00:46,14:41:45,sm07,
22/04/2024,22/04/2024,18:08:44,15:04:53,sm07,
22/04/2024,22/04/2024,19:27:42,19:22:02,sm07,
22/04/2024,22/04/2024,19:53:25,19:30:43,sm07,
22/04/2024,22/04/2024,20:01:34,19:58:06,sm07,
22/04/2024,22/04/2024,20:33:22,20:19:30,sm07,
22/04/2024,22/04/2024,23:19:43,21:11:11,sm07,
23/04/2024,23/04/2024,10:00:57,08:26:52,sm07,
23/04/2024,23/04/2024,16:54:48,16:25:12,sm07,
23/04/2024,23/04/2024,21:33:15,16:58:08,sm07,
24/04/2024,24/04/2024,08:14:45,08:12:58,sm07,
24/04/2024,24/04/2024,08:35:05,08:26:00,sm07,
24/04/2024,24/04/2024,09:03:24,08:42:48,sm07,
24/04/2024,24/04/2024,09:30:10,09:20:29,sm07,
24/04/2024,24/04/2024,09:40:36,09:35:52,sm07,
24/04/2024,24/04/2024,09:59:57,09:52:41,sm07,
24/04/2024,24/04/2024,12:21:41,12:21:03,sm07,
24/04/2024,24/04/2024,13:00:12,12:45:43,sm07,
24/04/2024,24/04/2024,13:07:18,13:06:20,sm07,
24/04/2024,24/04/2024,13:11:34,13:10:57,sm07,
24/04/2024,24/04/2024,17:36:10,17:32:19,sm07,
25/04/2024,25/04/2024,08:58:27,08:01:03,sm07,
25/04/2024,25/04/2024,17:54:01,17:27:17,sm07,
25/04/2024,25/04/2024,18:13:49,17:58:44,sm07,
25/04/2024,25/04/2024,18:19:11,18:17:58,sm07,
25/04/2024,25/04/2024,18:36:51,18:23:30,sm07,
25/04/2024,25/04/2024,20:09:49,19:25:18,sm07,
25/04/2024,25/04/2024,21:10:33,20:13:45,sm07,
26/04/2024,26/04/2024,10:46:10,10:34:10,sm07,
26/04/2024,26/04/2024,12:54:27,10:57:31,sm07,
28/04/2024,28/04/2024,11:56:01,11:22:34,sm07,
28/04/2024,28/04/2024,12:29:06,12:03:37,sm07,
28/04/2024,28/04/2024,12:33:21,12:32:59,sm07,
28/04/2024,28/04/2024,12:56:28,12:41:27,sm07,
28/04/2024,28/04/2024,13:40:29,13:38:42,sm07,
28/04/2024,28/04/2024,13:46:59,13:45:44,sm07,
28/04/2024,28/04/2024,14:21:23,14:20:11,sm07,
28/04/2024,28/04/2024,15:27:00,15:23:47,sm07,
28/04/2024,28/04/2024,15:43:00,15:36:21,sm07,
28/04/2024,28/04/2024,22:08:03,21:23:10,sm07,
18/03/2024,18/03/2024,21:54:30,20:23:43,uj20,
18/03/2024,18/03/2024,00:04:13,22:07:05,uj20,
19/03/2024,19/03/2024,01:40:49,00:04:53,uj20,
19/03/2024,19/03/2024,01:54:34,01:43:54,uj20,
19/03/2024,19/03/2024,06:37:25,01:58:31,uj20,
25/03/2024,25/03/2024,00:03:00,21:14:12,uj20,
26/03/2024,26/03/2024,00:35:35,00:03:44,uj20,
26/03/2024,26/03/2024,00:39:51,00:39:11,uj20,
26/03/2024,26/03/2024,02:14:39,00:43:38,uj20,
26/03/2024,26/03/2024,07:09:12,02:18:24,uj20,
26/03/2024,26/03/2024,07:22:14,07:15:23,uj20,
